Marine Scotland Site ID,Date Registered,Site Name,National Grid Reference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,Water Type,Health Surveillance,Easting,Northing,MS Management Area,Region,Operator,Species
FS0145,01-Jan-83,Mingarry Hatchery,NF752265,Western Isles,Yes,Mingarry,"Milton, Bornish",South Uist,HS8 5RY,,Fish,Freshwater,High,75200,826500,Not in a management area,Western Isles,Hebridean Smolts Ltd,"Brown Trout and sea trout, Atlantic Salmon, N/A"
FS0618,05-Dec-90,Mint Loch,NF831413,Western Isles,No,N/A,,,,,Fish,Freshwater,,83100,841300,,Western Isles,Hebridean Smolts Ltd,"N/A, Atlantic Salmon"
FS0102,08-Sep-81,Moffat Water,NT137077,Dumfries and Galloway,Yes,Selcoth,Dumfriesshire,Dumfriesshire,DG10 9LG,,Fish,Freshwater,High,313700,607700,Not in a management area,Dumfries & Galloway,Selcoth Fisheries Ltd,"N/A, Rainbow Trout"
SS0369,25-May-90,Mol Mor,NB149335,Western Isles,Yes,11 Kneep,Uig,,HS2 9HS,,Shellfish,Seawater,Low,114900,933500,6a - Loch Roag,Western Isles,Uig Seafare Ltd,"Common mussel, N/A"
SS0234,30-Jul-87,Morsaig,NG665159,Highland,Yes,Drum Fearn,Sleat,,IV49 9DE,,Shellfish,Seawater,Low,166500,815900,Not in a management area,Highland,Isle of Skye Mussel Company Ltd,"Common mussel, N/A"
FS1286,12-May-14,Muck,NM433804,Highland,Yes,The Pier,Isle of Muck,Inverness-shire,PH41 2RP,,Fish,Seawater,Low,143300,780400,15e - Muck,Highland,Mowi Scotland Ltd,"N/A, Atlantic Salmon, Lumpsucker, Wrasse"
FS0896,13-May-97,Mula,HU569993,Shetland,No,N/A,,,,,Fish,Seawater,Low,456900,1199300,,Shetland,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, Lumpsucker, N/A"
FS0272,09-Sep-91,Mult,NF880637,Western Isles,No,N/A,,,,,Fish,Seawater,,88000,863700,,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, N/A"
SS0767,24-Aug-06,NE of Vedri Geo Weisdale,HU380487,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,438000,1148700,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0697,07-Aug-03,"NW Greena, Weisdale Voe",HU376472,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,437600,1147200,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
SS0440,12-Apr-89,Name not supplied,NG575305,Highland,No,N/A,,,,,Shellfish,Seawater,,157500,830500,,Highland,Scalpay Estate,"Queen Scallop, N/A, King scallop"
FS0129,21-Aug-85,Nedd,NC140328,Highland,No,N/A,,,,,Fish,Seawater,Low,214000,932800,,Highland,Loch Duart Ltd,"Wrasse, N/A, Atlantic Salmon, Lumpsucker"
FS1043,09-Jul-02,Ness of Copister,HU504791,Shetland,Yes,Yell Shorebase,Mid Yell,,ZE2 9BN,,Fish,Seawater,Low,450400,1179100,2d - Yell South,Shetland,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, Lumpsucker, N/A"
FS0550,14-Oct-85,Nether Cloan,NN963118,Perth and Kinross,No,N/A,,,,,Fish,Freshwater,,296300,711800,,Tayside,Cloan Hatcheries Ltd,"Rainbow Trout, N/A"
FS0430,02-May-90,Nevis A,NM742970,Highland,Yes,Mallaig Industrial Estate Building 4,,,PH41 4PX,,Fish,Seawater,Medium,174200,797000,14c - Nevis,Highland,Scottish Sea Farms Ltd,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
FS0616,19-Dec-90,Nevis B,NM748952,Highland,Yes,Mallaig Industrial Estate Building 4,,,PH41 4PX,,Fish,Seawater,High,174800,795200,14c - Nevis,Highland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A, Wrasse, Lumpsucker"
FS0546,10-Sep-90,Nevis C (Ardintigh),NM770935,Highland,Yes,Mallaig Industrial Estate Building 4,,,PH41 4PX,,Fish,Seawater,Medium,177000,793500,14c - Nevis,Highland,Scottish Sea Farms Ltd,"Lumpsucker, Wrasse, Atlantic Salmon, N/A"
FS0680,19-Aug-91,New Farm,NT132070,Dumfries and Galloway,Yes,Selcoth,Dumfriesshire,Dumfriesshire,DG10 9LG,,Fish,Freshwater,Medium,313200,607000,Not in a management area,Dumfries & Galloway,Selcoth Fisheries Ltd,"Rainbow Trout, N/A"
FS0473,17-Sep-93,Niall Bromage Freshwater Field Station,NS751852,Stirling,No,By Carron Bridge,,,FK6 5JJ,,Fish,Freshwater,Medium,275100,685200,Not in a management area,Central,University of Stirling,"European Perch, N/A, Rainbow Trout, Atlantic Salmon, Whiteleg shrimp, Zebrafish, Brown Trout and sea trout"
SS0186,03-Feb-86,Noonsburgh,HU294580,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,429400,1158000,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
SS0661,11-Mar-02,North Ayre,HU522972,Shetland,Yes,Cullivoe Pier,Yell,,ZE2 9DD,,Shellfish,Seawater,Low,452200,1197200,"1b - S Unst, E Yell, Fetlar",Shetland,C&A Thomason Ltd,"Common mussel, N/A"
FS0530,23-May-90,North Bay,NF850405,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,85000,840500,,Western Isles,Bakkafrost Scotland,"N/A, Atlantic Salmon"
SS0932,06-Nov-19,North Bay West,ND282909,Orkney,Yes,9 Flett Park,,Kirkwall,KW15 1FX,,Shellfish,Seawater,High,328200,990900,8c - Scapa Flow,Orkney,Orkney Oysters (Hoy) Ltd,"Pacific Oyster, Flat or native oyster, N/A"
FS0417,01-Jan-85,North Channel,NF840408,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,84000,840800,,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, N/A"
SS0710,15-Apr-04,North Flotta,HU381464,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,438100,1146400,3a - SW Shetland mainland,Shetland,Zetland Mussels Ltd,"N/A, Common mussel"
SS0028,28-Oct-85,North Harbour(Acairseid Mhor),NM354417,Argyll and Bute,No,"Isle of Gometra,","Ulva Ferry,",Mull,-,,Shellfish,Seawater,Low,135400,741700,"16a - Tuath, na Keal",Strathclyde,Gometra Farm,"Pacific Oyster, N/A"
FS0674,16-Sep-91,North Havra,HU369432,Shetland,No,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Low,436900,1143200,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS1365,19-Feb-24,North Kilbrannan,NR837497,Argyll and Bute,New,Mowi Scotland Ltd,The Red Shed,Carradale Argyll,PA28 6SB,,Fish,Seawater,Medium,183700,649700,19c - E Kintyre,Strathclyde,Mowi Scotland Ltd,"Atlantic Salmon, N/A, Lumpsucker, Wrasse"
SS0758,01-Nov-05,North Knowe,HU344642,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,434400,1164200,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,"N/A, Common mussel"
SS0783,08-Jun-07,North Linga,HU355645,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,435500,1164500,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS0193,27-May-89,North Loch Scadavay,NF868675,Western Isles,No,N/A,,,,,Fish,Freshwater,,86800,867500,,Western Isles,Bakkafrost Scotland,"N/A, Atlantic Salmon"
FS0356,10-Oct-92,North Moine,NM805015,Argyll and Bute,Yes,c/o Kames Fish Farming Ltd,Kilmelford,"By Oban, Argyll",PA34 4XA,,Fish,Seawater,Low,180500,701500,16d - Seil Sound to Loch Craignish,Strathclyde,Mowi Scotland Ltd,"N/A, Rainbow Trout"
FS0515,01-Jan-89,North Papa,HU365383,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,436500,1138300,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon, Lumpsucker"
FS1033,01-Feb-02,North Shore,NB392228,Western Isles,Yes,Keose Pier,Keose,,HS2 9JT,,Fish,Seawater,Medium,139200,922800,5a - E Lewis,Western Isles,Mowi Scotland Ltd,"Wrasse, Lumpsucker, Atlantic Salmon, N/A"
FS0946,16-Mar-99,North Voe,HU539631,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Low,453900,1163100,"2a - Vidlin Voe, Dury Voe, W Whalsay",Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, Lumpsucker, N/A"
SS0588,18-Feb-00,North Voe of Clousta,HU302584,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,430200,1158400,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
SS0888,24-Nov-14,North West of Cul Houb,HU465682,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Low,446500,1168200,2c - NE Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
SS0890,10-Dec-14,North West of Skerby Ayre,HU445478,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,444500,1147800,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0812,18-Nov-09,North of Greenhead,HU252471,Shetland,Yes,Primrose Cottage,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,425200,1147100,"3b - Gruting, Vaila, Walls",Shetland,A&C Tait,"N/A, Common mussel"
FS0481,01-Jan-88,North of Hoy,HU374454,Shetland,No,N/A,,,,,Fish,Seawater,High,437400,1145400,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
SS0541,01-Jun-95,"North of Linga, Vaila Sound",HU240484,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,424000,1148400,"3b - Gruting, Vaila, Walls",Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
FS0625,15-Jan-91,Northra Voe,HU292612,Shetland,No,N/A,,,,,Fish,Seawater,,429200,1161200,,Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
SS0870,23-Aug-13,Northra Voe,HU291614,Shetland,No,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,429100,1161400,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
SS0892,13-Jan-15,Northwest of Lungness,HU350507,Shetland,Yes,Seaview,Bixter,,ZE2 9LU,,Shellfish,Seawater,Medium,435000,1150700,3a - SW Shetland mainland,Shetland,Sandsound Mussels,"Common mussel, N/A"
FS0315,01-Nov-91,Nostie,NG851251,Highland,No,N/A,,,,,Fish,Seawater,,185100,825100,,Highland,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS0823,04-Sep-93,Noust Geo,HY570306,Orkney,Yes,Eday Marine Site,Eday Pier,,KW17 2AA,,Fish,Seawater,Medium,357000,1030600,8b - Central Orkney,Orkney,Scottish Sea Farms Ltd,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
SS0026,28-Oct-85,Ob Ghorm Beg,NG860547,Highland,Yes,Upper Loch Torridon (South side),By Strathcarron,Ross-shire,-,,Shellfish,Seawater,Low,186000,854700,11a - Torridon,Highland,JG & B MacDonald & Sons,"Common mussel, N/A"
SS0025,28-Oct-85,Ob Ghorm Mhor,NG867549,Highland,Yes,Upper Loch Torridon (South side),By Strathcarron,Ross-shire,-,,Shellfish,Seawater,Low,186700,854900,11a - Torridon,Highland,JG & B MacDonald & Sons,"Common mussel, N/A"
FS0817,25-May-93,Ob Meavag,NG174964,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,117400,896400,"5b - SE Lewis, E Harris",Western Isles,Bakkafrost Scotland,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
SS0730,18-Nov-04,Oitir Mhor Bay,NM824300,Argyll and Bute,Yes,Ardentrive ,Isle of Kerrera,"by Oban, Argyll",PA34 4SX,,Shellfish,Seawater,Low,182400,730000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Kerrera Oysters,"N/A, Pacific Oyster"
SS0879,23-Apr-14,Olansvoe,HU283470,Shetland,Yes,Stenvatsta,Westerskeld,,ZE2 9NL,,Shellfish,Seawater,Low,428300,1147000,"3b - Gruting, Vaila, Walls",Shetland,Olansvoe Shellfish,"Common mussel, N/A"
FS1126,23-Sep-09,Old Pumping Station,HY373075,Orkney,No,Old Pumping Station,Kirbister Loch,"Orphir, Orkney",KW17 2RA,,Fish,Freshwater,Low,337300,1007500,Not in a management area,Orkney,Orkney Trout Fishing Association,"Brown Trout and sea trout, N/A"
SS0866,23-Aug-13,Olligarth,HU383478,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,438300,1147800,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
FS0512,01-Jan-89,Olna North,HU379650,Shetland,No,N/A,,,,,Fish,Seawater,Low,437900,1165000,,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
FS0764,01-Jan-93,Olna South,HU373641,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Low,437300,1164100,4a - South St Magnus Bay,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS0366,20-Jul-87,Ore Bay,ND316942,Orkney,No,N/A,,,,,Fish,Seawater,,331600,994200,,Orkney,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, N/A"
FS0090,28-Oct-85,Ormsary Broodstock Unit,NR735722,Argyll and Bute,Yes,Ormsary,Argyll,Argyll,PA31 8PE,,Fish,Freshwater and Seawater,Medium,173500,672200,18a - Loch Caolisport,Strathclyde,Landcatch Natural Selection Ltd,"Atlantic Salmon, N/A"
FS0681,28-Oct-85,Ormsary Hatchery,NR735722,Argyll and Bute,Yes,Ormsary,Argyll,Argyll,PA31 8PE,,Fish,Freshwater,High,173500,672200,Not in a management area,Strathclyde,Landcatch Natural Selection Ltd,"Atlantic Salmon, N/A"
FS0575,01-Jan-95,Ormsary Smolt Unit,NR735722,Argyll and Bute,Yes,Ormsary,Argyll,Argyll,PA31 8PE,,Fish,Freshwater,Medium,173500,672200,Not in a management area,Strathclyde,Landcatch Natural Selection Ltd,"Atlantic Salmon, N/A"
FS0531,23-May-90,Ornish Island,NF853385,Western Isles,Yes,Loch Skiport,South Uist,Outer Hebrides,HS8 5NS,,Fish,Seawater,Medium,85300,838500,"7a - Ronay, Benbecula, N South Uist",Western Isles,Mowi Scotland Ltd,"Wrasse, Lumpsucker, N/A, Atlantic Salmon"
FS0940,01-Jan-99,Oronsay East,NM599594,Highland,No,N/A,,,,,Fish,Seawater,,159900,759400,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS1209,03-Nov-10,Ouseness,HY465497,Orkney,Yes,Unit 3 Quarry Road,Pierowall Westray,,KW17 2DH,,Fish,Seawater,Low,346500,1049700,8a - Westray,Orkney,Cooke Aquaculture Scotland Ltd,"N/A, Lumpsucker, Atlantic Salmon"
FS0671,16-Sep-91,Outer Bay (Loch Droighniche) ,NC164344,Highland,Yes,Badcall Salmon House,"Scourie, Lairg",Sutherland,IV27 4TH,,Fish,Seawater,Low,216400,934400,"9c - Badcall, Chairn Bhain, Eddrachillis",Highland,Loch Duart Ltd,"Lumpsucker, N/A, Atlantic Salmon, Wrasse"
FS1254,06-Oct-11,Outer Eport,NF908636,Western Isles,Yes,5 Locheport,Western Isles,Western Isles,HS6 5EX,,Fish,Seawater,Medium,90800,863600,5c - E North Uist,Western Isles,Bakkafrost Scotland,"Wrasse, Atlantic Salmon, N/A, Lumpsucker"
SS0912,04-Oct-17,Oxa Geo,HU369472,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,436900,1147200,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
SS0931,11-Sep-19,Oyster Holding Room,NT250641,Midlothian,Yes,Room 53,Alexander Robertson Building,,-,,Shellfish,Seawater,High,325000,664100,Not in a management area,Lothian,The Roslin Institute,"Common mussel, Mediterranean mussel, Northern blue mussel, Flat or native oyster, Queen Scallop, Pacific Oyster, King scallop, N/A"
FS0703,28-Oct-88,Pairc,NB347102,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,134700,910200,,Western Isles,Mowi Scotland Ltd,"Atlantic Salmon, Lumpsucker, Wrasse, N/A"
FS0447,05-Sep-91,Papa,HU372376,Shetland,No,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Low,437200,1137600,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, Lumpsucker, N/A"
SS0651,01-Oct-01,"Papa Little, Aith Voe",HU341601,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,434100,1160100,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0957,05-May-22,Papa North,HU333622,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,01595 809456,Shellfish,Seawater,High,433300,1162200,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
SS0601,17-May-00,Park Gate,HU385651,Shetland,Yes,Lower Voe,,,ZE2 9PX,,Shellfish,Seawater,Medium,438500,1165100,4a - South St Magnus Bay,Shetland,Olnafirth Sea Farm Ltd,"N/A, Common mussel"
FS0031,01-Mar-92,Pegal Bay,ND302976,Orkney,Yes,Lyness,Hoy,Orkney,KW16 3NT,,Fish,Seawater,Low,330200,997600,8c - Scapa Flow,Orkney,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, Lumpsucker, N/A"
FS0340,17-Aug-94,Petersport,NF856461,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,85600,846100,"7a - Ronay, Benbecula, N South Uist",Western Isles,Bakkafrost Scotland,"Atlantic Salmon, Lumpsucker, Wrasse, N/A"
FS1256,06-Oct-11,Plocrapol,NG184943,Western Isles,Yes,Cuddy Point,Scalpay,Isle of Harris,HS4 3YD,,Fish,Seawater,Medium,118400,894300,"5b - SE Lewis, E Harris",Western Isles,Bakkafrost Scotland,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
FS0039,27-Feb-92,Pobie Sukka,HU309806,Shetland,No,North Mavine,Heylor,,ZE2 9RL,,Fish,Seawater,Medium,430900,1180600,4b - Ronas Voe,Shetland,Scottish Sea Farms Ltd,"Wrasse, N/A, Atlantic Salmon, Lumpsucker"
SS0704,23-Jan-04,Point of Sletta,HU342588,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,High,434200,1158800,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0592,24-Feb-00,Polcrabhacaig,NF799273,Western Isles,No,7 Bornish,South Uist,,HS8 5SA,,Shellfish,Seawater,Low,79900,827300,7b - South Uist,Western Isles,Hebridean Oysters,"Pacific Oyster, N/A"
SS0535,16-Aug-98,Poll Athach,NM407544,Argyll and Bute,Yes,Croig,Argyll,Argyll,PA75 6QS,,Shellfish,Seawater,Low,140700,754400,Not in a management area,Strathclyde,Isle of Mull Oysters,"Pacific Oyster, N/A"
FS0075,11-Aug-94,Poll Gorm,NB345212,Western Isles,No,N/A,,,,,Fish,Seawater,,134500,921200,,Western Isles,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0431,01-Mar-87,Poll Loisgann,NC069162,Highland,No,N/A,,,,,Fish,Seawater,Low,206900,916200,,Highland,Finfish Ltd,"Atlantic Salmon, N/A"
FS0629,07-Jul-99,Poll Na Gille,NM776081,Argyll and Bute,Yes,Craobh Haven,Loch Melfort,,PA31 8UA,,Fish,Seawater,Medium,177600,708100,16d - Seil Sound to Loch Craignish,Strathclyde,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, Wrasse, N/A"
FS0944,25-Jan-99,Port Bheachan,NM810021,Argyll and Bute,No,N/A,,,,,Fish,Seawater,Medium,181000,702100,,Strathclyde,Mowi Scotland Ltd,"Wrasse, N/A, Atlantic Salmon"
FS0539,15-Oct-85,Port Lunna,NR759860,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,175900,686000,,Strathclyde,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
SS0052,15-Nov-85,Port Na Coite,NM510555,Argyll and Bute,Yes,"Tobermory Bay,","Isle of Mull,",Argyll,-,,Shellfish,Seawater,Low,151000,755500,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Tobermory Oysters,"Flat or native oyster, Pacific Oyster, Common mussel, N/A, King scallop"
FS0859,07-Jul-99,Port Na Cro,NM760097,Argyll and Bute,Yes,Craobh Haven,Loch Melfort,,PA31 8UA,,Fish,Seawater,High,176000,709700,16d - Seil Sound to Loch Craignish,Strathclyde,Mowi Scotland Ltd,"Atlantic Salmon, N/A, Wrasse, Lumpsucker"
SS0552,01-May-97,Port Ramsay ,NM874458,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,Low,187400,745800,,Strathclyde,Lismore Shellfish,"N/A, Common mussel"
SS0933,09-Apr-20,Port a Bhuiltin,NM868396,Argyll and Bute,Yes,Scottish Association for Marine Science,Dunbeg by Oban,Argyll,PA37 1QA,,Shellfish,Seawater,High,186800,739600,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Association for Marine Science,"Flat or native oyster, Queen Scallop, N/A, King scallop"
FS1039,03-Apr-02,Portnalong Bay Loch Harport,NG340360,Highland,No,N/A,,,,,Fish,Seawater,,134000,836000,,Highland,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS0224,01-Jan-84,Portnalong Hatchery,NG340357,Highland,No,N/A,,,,,Fish,Freshwater,,134000,835700,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0708,16-Oct-91,Portree,NG505441,Highland,Yes,8A Lisgarry Place,Portree,,IV51 9BD,,Fish,Seawater,Medium,150500,844100,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Bakkafrost Scotland,"N/A, Wrasse, Lumpsucker, Atlantic Salmon"
FS1318,19-Jun-18,Portree Outer,NG511446,Highland,Yes,8A Lisgarry Place,Portree,,IV51 9BD,,Fish,Seawater,Medium,151100,844600,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Bakkafrost Scotland,"Atlantic Salmon, N/A, Lumpsucker, Wrasse"
FS0408,01-Dec-95,Poseidon,HU473709,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,447300,1170900,2c - NE Shetland mainland,Shetland,Scottish Sea Farms Ltd,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
FS1252,09-Aug-11,Pulcree Holding Tanks (Fleet System),NX588582,Dumfries and Galloway,No,N/A,,,,,Fish,Freshwater,Low,258800,558200,Not in a management area,Dumfries & Galloway,Galloway Fisheries Trust,"N/A, Brown Trout and sea trout, Atlantic Salmon"
FS0813,15-Jan-99,Puldrite,HY425185,Orkney,Yes,Scottish Sea Farms,5 Ferry Terminal Building,The Pier,KW15 1HU,,Fish,Seawater,Medium,342500,1018500,8b - Central Orkney,Orkney,Scottish Sea Farms Ltd,"N/A, Wrasse, Lumpsucker, Atlantic Salmon"
FS0120,01-Mar-84,Pump Ashore Site,HY402274,Orkney,No,N/A,,,,,Fish,Seawater,,340200,1027400,,Orkney,Orkney Trout,"N/A, Atlantic Salmon"
FS0446,10-Sep-91,Punds Voe,HU388388,Shetland,No,N/A,,,,,Fish,Seawater,High,438800,1138800,,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon, Lumpsucker"
SS0699,10-Sep-03,Pynch Dyke,HU366647,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,436600,1164700,4a - South St Magnus Bay,Shetland,Olnafirth Sea Farm Ltd,"N/A, Common mussel"
FS0908,20-Oct-97,Quanterness,HY432140,Orkney,Yes,Crowness Point,Hatston,"Kirkwall, Orkney",KW15 1GP,,Fish,Seawater,Low,343200,1014000,8b - Central Orkney,Orkney,Cooke Aquaculture Scotland Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS1100,29-Dec-06,Quarantine Facility,NR629207,Argyll and Bute,No,University of Stirling,Machrihanish,,PA28 6PZ,,Fish,Seawater,Medium,162900,620700,18c - Machrihanish,Strathclyde,Marine Environmental Research Laboratory,"Atlantic Salmon, Wrasse, N/A, Lumpsucker"
FS0698,07-Aug-91,Quarry Point,NR998980,Argyll and Bute,Yes,Crarae,Furnace,Argyll,PA32 8YA,,Fish,Seawater,Medium,199800,698000,19a - Fyne,Strathclyde,Bakkafrost Scotland,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
SS0589,27-Jan-00,Quilse,HU268486,Shetland,Yes,Gruting Voe,Walls,,ZE2 9PF,,Shellfish,Seawater,High,426800,1148600,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
SS0642,09-May-01,Quilse,HU385643,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,High,438500,1164300,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS0476,01-Jan-87,Quoys Hatchery,HP613127,Shetland,Yes,Haroldswick,Unst,,ZE2 9DW,,Fish,Freshwater,Medium,461300,1212700,Not in a management area,Shetland,Cooke Aquaculture (Freshwater) Ltd,"N/A, Atlantic Salmon"
FS0352,23-Jun-92,Quoys Quarry,HY239031,Orkney,No,N/A,,,,,Fish,Freshwater,,323900,1003100,,Orkney,Rysa Salmon Farm,"Atlantic Salmon, N/A"
FS1263,19-Jun-12,Raineach,NG196975,Western Isles,Yes,Cuddy Point,Scalpay,Isle of Harris,HS4 3YD,,Fish,Seawater,Medium,119600,897500,"5b - SE Lewis, E Harris",Western Isles,Bakkafrost Scotland,"N/A, Lumpsucker, Wrasse, Atlantic Salmon"
FS0566,18-Oct-85,Ranish (Sgeir an h-Acarach),NB402237,Western Isles,No,N/A,,,,,Fish,Seawater,N/A,140200,923700,,Western Isles,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS1356,15-Dec-22,Rastech - Eden Campus,NO452197,Fife,No,Eden Campus,Main Street,Guardbridge,KY16 0US,,Fish,Freshwater,Medium,345200,719700,,Fife,Rastech CIC (Fish),"Arctic Charr, N/A"
SS0964,02-Nov-22,Rastech Eden Campus (SF),NO452197,Fife,No,Eden Campus,Main Street,Guardbridge,KY16 0US,,Shellfish,Seawater,Medium,345200,719700,,Fife,Rastech CIC (Shellfish),"N/A, Whiteleg shrimp"
SS0150,08-Jan-86,Raven Rock,NB377245,Western Isles,Yes,"Loch Leurbost,",Isle of Lewis,,-,,Shellfish,Seawater,Medium,137700,924500,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,"Common mussel, N/A"
